sar_before,sar_after,sar_difference,sar_change,elevation,slope,aspect,water_occurrence,river_distance,water_distance,annual_precipitation,flood_season_precipitation,pre_flood_precipitation,upstream_precipitation,flood_month,flood_label,year
-29.007511138916016,-28.68352699279785,0.9888309836387634,0.3239845931529999,417.0,0.0,0.0,85.0,0.0,0.0,868.27734375,734.1057739257812,81.13981628417969,1.1565300226211548,5.0,0.0,2024
-29.63892364501953,-28.356653213500977,0.9567369222640992,1.282270431518555,402.0,1.0,146.0,15.0,11.180339813232422,1.0,801.2982177734375,729.483642578125,35.79046630859375,0.732050359249115,5.0,0.0,2024
-27.93777275085449,-30.40577507019043,1.0883392095565796,-2.468002319335937,402.0,0.0,0.0,86.0,0.0,0.0,784.6373901367188,733.4469604492188,32.23360061645508,0.4772970974445343,5.0,0.0,2024
-18.21450424194336,-21.24627113342285,1.166447997093201,-3.0317673683166504,415.0,1.0,123.0,32.0,8.246211051940918,2.0,826.5319213867188,713.5966796875,71.99447631835938,1.0486979484558103,5.0,0.0,2024
-30.94571685791016,-35.45979690551758,1.145870804786682,-4.514078140258789,403.0,3.0,324.0,66.0,8.485280990600586,0.0,799.1481323242188,732.2828979492188,36.1806869506836,0.690349817276001,5.0,0.0,2024
-18.285240173339844,-16.50360870361328,0.902564525604248,1.781631588935852,414.0,3.0,85.0,32.0,21.931713104248047,6.7082037925720215,804.740478515625,682.6428833007812,76.864990234375,1.1602567434310913,5.0,0.0,2024
-19.8,-34.2,1.73,-14.4,401.0,1.0,135.0,96.0,1.2,0.0,1020.0,880.0,88.0,2.0,7.0,1.0,2025
-29.1134,-21.438,0.7364,7.6754,425.0,0.0,0.0,16.0,117.4777,39.0512,997.2394,795.4261,80.8251,1.5571,5.0,0.0,2019
-17.0767,-20.2656,1.1867,-3.189,402.0,0.0,0.0,27.0,7.8102,1.0,866.835,775.6447,29.5686,0.7925,5.0,0.0,2019
-17.423,-16.4513,0.9442,0.9717,402.0,1.0,244.0,1.0,158.7104,148.4756,868.5941,786.8257,27.9897,0.8068,5.0,0.0,2019
-27.0413,-26.1907,0.9685,0.8506,397.0,0.0,0.0,53.0,27.313,0.0,775.5358,695.7167,29.9976,0.8498,5.0,0.0,2020
-17.9065,-14.8881,0.8314,3.0184,417.0,2.0,141.0,6.0,71.4003,68.593,880.9736,720.6695,96.0182,1.5341,5.0,0.0,2020
-14.2492,-14.7119,1.0325,-0.4627,423.0,0.0,0.0,58.0,21.1896,0.0,948.515,750.9282,116.6656,1.8763,5.0,0.0,2020
-27.0438,-28.1278,1.0401,-1.0839,415.0,0.0,0.0,89.0,0.0,0.0,782.7386,631.5377,90.1892,1.451,5.0,0.0,2022
-31.8479,-26.6281,0.8361,5.2198,423.0,0.0,0.0,55.0,138.8416,0.0,898.2744,717.5901,113.8411,1.5679,5.0,0.0,2024
-23.0953,-22.434,0.9714,0.6613,399.0,1.0,180.0,16.0,63.5059,62.6099,878.1792,803.4406,22.8331,0.7093,5.0,0.0,2019
-25.8618,-21.7284,0.8402,4.1334,430.0,1.0,270.0,8.0,166.0121,165.7106,1051.9678,838.3026,86.9726,1.6751,5.0,0.0,2019
-17.8564,-16.6201,0.9308,1.2363,415.0,1.0,225.0,43.0,11.4018,1.0,920.8535,782.9014,48.2498,1.1615,5.0,0.0,2019
-25.1801,-25.553,1.0148,-0.3728,401.0,0.0,0.0,38.0,4.1231,1.0,847.6666,749.3163,50.8347,0.9531,5.0,0.0,2020
-24.7041,-26.7073,1.0811,-2.0032,429.0,0.0,90.0,75.0,1.4142,0.0,973.86,737.168,126.5738,2.2217,5.0,0.0,2020
-22.8617,-22.2343,0.9726,0.6274,404.0,1.0,153.0,67.0,20.2237,0.0,747.3018,633.4071,38.1847,1.0326,5.0,0.0,2021
-15.2708,-16.8482,1.1033,-1.5774,425.0,1.0,225.0,3.0,32.1403,7.0711,817.6894,647.5193,90.8122,1.536,5.0,0.0,2021
-15.705,-15.5471,0.9899,0.1579,417.0,1.0,341.0,17.0,10.0,5.831,793.0052,645.7139,88.3408,1.4097,5.0,0.0,2022
-23.6641,-23.5419,0.9948,0.1223,423.0,0.0,135.0,4.0,63.7887,44.5982,787.056,599.3786,120.9114,1.7112,5.0,0.0,2022
-26.504,-28.104,1.0604,-1.6,404.0,1.0,90.0,22.0,14.5602,2.2361,753.0331,680.1944,45.1027,0.8011,5.0,0.0,2022
-25.7936,-28.2206,1.0941,-2.427,411.0,0.0,0.0,61.0,4.1231,0.0,718.9152,598.894,64.3199,0.8614,5.0,0.0,2023
-24.7414,-23.4625,0.9483,1.279,399.0,1.0,123.0,22.0,183.7417,10.0,762.5599,711.1182,23.2027,0.5276,5.0,0.0,2024
-16.7333,-16.0504,0.9592,0.6829,421.0,0.0,315.0,4.0,83.2346,18.868,844.1411,692.0024,88.7736,1.2573,5.0,0.0,2024
-21.805,-19.9348,0.9142,1.8702,406.0,1.0,72.0,5.0,26.0,1.0,758.4147,692.5506,36.2775,0.6771,5.0,0.0,2024
-31.7266,-28.8407,0.909,2.8859,398.0,0.0,90.0,93.0,0.0,0.0,810.9045,746.8502,29.5666,0.6339,5.0,0.0,2024
